This file contains a list of stations that provided input data to the PRISM run that produced the grid associated with this stn.csv file.
Station,Name,Longitude,Latitude,Elevation(m),Network,station_id
"AZ-CN-166","FLAGSTAFF 2.",-111.6164,35.2217,2136,"COCORAHS","251410"
"MA-FR-47","TURNERS FALL",-72.5569,42.6053,62,"COCORAHS","251424"
"CO-EP-448","FOUNTAIN 15.",-104.4269,38.5927,1626,"COCORAHS","251474"
"IL-IR-25","MILFORD 3.5",-87.6404,40.6558,210,"COCORAHS","251515"
"MD-HR-36","JARRETTSVILL",-76.3943,39.6009,144,"COCORAHS","251518"
"ID-MN-4","RUPERT 8.5 N",-113.7160,42.7365,1301,"COCORAHS","251544"
"PA-BK-48","NEWTOWN 0.9",-74.9499,40.2293,55,"COCORAHS","251559"
"DRBIL","Gothic",-106.9933,38.9631,2918,"MESOWEST","251572"
"NH-HL-103","TEMPLE 1.2 E",-71.8292,42.8260,273,"COCORAHS","251596"
"IA-ML-6","GLENWOOD 1.7",-95.7737,41.0395,360,"COCORAHS","251616"
"IN-LP-76","MICHIGAN CIT",-86.8270,41.6691,206,"COCORAHS","251621"
"AL-MD-112","OWENS CROSSR",-86.4972,34.6345,188,"COCORAHS","251635"
"OH-PT-23","STREETSBORO",-81.3667,41.2599,333,"COCORAHS","251636"
"CO-SA-67","CRESTONE 5.0",-105.6621,37.9285,2435,"COCORAHS","251639"
"AZ-CH-85","TOMBSTONE 3.",-110.0720,31.7562,1347,"COCORAHS","251671"
"NM-GR-111","BAYARD 13.9",-107.8947,32.7502,1707,"COCORAHS","251677"
"CO-ME-180","GRAND JUNCTI",-108.6869,39.0891,1467,"COCORAHS","251721"
"VA-RN-28","ROANOKE 5.4",-79.8803,37.3268,360,"COCORAHS","251737"
"CA-RV-81","TEMESCAL VAL",-117.4515,33.7674,409,"COCORAHS","251746"
"NC-BR-106","CALABASH 1.9",-78.6070,33.9089,14,"COCORAHS","251950"
"WI-KW-5","LUXEMBURG 5.",-87.7351,44.6135,226,"COCORAHS","251956"
"WI-BN-31","GREEN BAY 4.",-88.0720,44.5087,194,"COCORAHS","251969"
"MI-IS-8","MOUNT PLEASA",-84.7553,43.6093,233,"COCORAHS","251995"
"CA-HM-113","EUREKA 2.4 S",-124.1739,40.7633,40,"COCORAHS","252018"
"NM-SN-157","RIO RANCHO 6",-106.6864,35.3569,1782,"COCORAHS","252039"
"MN-IT-47","MARCELL 0.7",-93.6936,47.6022,426,"COCORAHS","252040"
"WI-SK-27","HILLPOINT 1.",-90.1240,43.4040,343,"COCORAHS","252064"
"CAN-ON-920","ECHO BAY 3.7",-84.0201,46.4912,0,"COCORAHS","252066"
"VT-WH-32","GUILFORD 6.4",-72.6436,42.7391,335,"COCORAHS","252076"
"AL-MD-113","TONEY 4.0 SE",-86.6850,34.8567,263,"COCORAHS","252088"
"AZ-MR-593","PHOENIX 13.5",-112.0375,33.6336,431,"COCORAHS","252089"
"CAN-QC-76","EAST PINNACL",-72.7219,45.0218,0,"COCORAHS","252117"
"PA-SC-12","SCHUYLKILL H",-76.2010,40.5800,226,"COCORAHS","252178"
"NM-BR-399","LOS RANCHOS",-106.6752,35.1428,1516,"COCORAHS","252215"
"NM-SN-158","CORRALES 1.5",-106.6452,35.2284,1570,"COCORAHS","252217"
"NM-BR-401","ALBUQUERQUE",-106.7452,35.1116,1628,"COCORAHS","252219"
"MA-BA-92","MASHPEE 3.2",-70.5402,41.6314,18,"COCORAHS","252222"
"MT-LY-5","WHITLASH 3.7",-111.2144,48.8608,1351,"COCORAHS","252236"
"PA-BK-52","HILLTOWN 1.4",-75.2440,40.3111,134,"COCORAHS","252274"
"NJ-SM-94","GREEN BROOK",-74.4848,40.5915,16,"COCORAHS","252285"
"KS-SA-60","SALINA 0.2 N",-97.6157,38.8189,377,"COCORAHS","252326"
"RI-PR-121","GREENVILLE 6",-71.6810,41.8480,201,"COCORAHS","252333"
"TX-MNG-93","THE WOODLAND",-95.5171,30.2229,57,"COCORAHS","252343"
"09L99S","GOLD BASIN",-109.2633,38.4652,3071,"SNOTEL","252350"
"TX-FN-8","BONHAM 5.3 N",-96.1506,33.6622,174,"COCORAHS","252448"
"CO-WE-571","ERIE 1.1 NNW",-105.0536,40.0430,1540,"COCORAHS","252449"
"BHS-CO-4","CHEROKEE 5.7",-77.0968,26.3155,7,"COCORAHS","252453"
"NM-TS-58","RANCHOS DE T",-105.5722,36.3577,2194,"COCORAHS","252456"
"NC-OR-78","CHAPEL HILL",-79.1026,35.9532,160,"COCORAHS","252489"
"TX-HYS-247","KYLE 1.5 WNW",-97.8932,30.0017,239,"COCORAHS","252505"
"CT-MD-34","CROMWELL 0.4",-72.6524,41.5975,26,"COCORAHS","252510"
"OH-LS-38","HOLLAND 4.5",-83.7777,41.6604,205,"COCORAHS","252550"
"IN-SJ-74","SOUTH BEND 3",-86.2275,41.6367,260,"COCORAHS","252589"
"MT-MS-33","MISSOULA 3.8",-114.0263,46.8147,1106,"COCORAHS","252593"
"CO-LP-121","DURANGO 6.0",-107.7996,37.2196,2111,"COCORAHS","252606"
"TX-DN-100","HICKORY CREE",-97.0217,33.1107,170,"COCORAHS","252611"
"05N99S","TAOS PUEBLO",-105.3594,36.5410,3359,"SNOTEL","252628"
"AZ-CN-170","MUNDS PARK 0",-111.6350,34.9436,2016,"COCORAHS","252661"
"WA-SN-115","MARYSVILLE 1",-122.1284,48.0734,66,"COCORAHS","252677"
"LA-IB-5","NEW IBERIA 6",-91.9051,30.0495,7,"COCORAHS","252685"
"13F99S","FISH CK",-113.7192,43.5554,1929,"SNOTEL","252703"
"WA-TH-64","LACEY 2.1 E",-122.7616,47.0335,60,"COCORAHS","252728"
"MI-MB-73","EASTPOINTE 1",-82.9608,42.4516,185,"COCORAHS","252736"
"FL-LV-19","ARCHER 6.7 S",-82.6109,29.4795,26,"COCORAHS","252737"
"TX-TN-192","KELLER 2.1 N",-97.2358,32.9597,211,"COCORAHS","252738"
"TX-EP-137","EL PASO 5.1",-106.4348,31.9233,1235,"COCORAHS","252742"
"IN-MY-20","NEW MARKET 2",-86.9706,39.9599,0,"COCORAHS","252769"
"BHS-NP-15","NASSAU 8.0 S",-77.2822,25.0280,8,"COCORAHS","252780"
"OR-BN-158","PHILOMATH 3.",-123.4041,44.5675,169,"COCORAHS","252787"
"AZ-MR-596","PHOENIX 14.9",-112.1256,33.6508,410,"COCORAHS","252788"
"14F18S","COUCH SUMMIT",-114.8022,43.5177,2073,"SNOTEL","252805"
"MN-RC-59","NORTHFIELD 0",-93.1528,44.4508,297,"COCORAHS","252809"
"CO-BO-557","LAFAYETTE 0.",-105.0890,39.9960,1591,"COCORAHS","252836"
"MT-LY-16","LOTHAIR 3.3",-111.1776,48.4391,988,"COCORAHS","252840"
"ME-WL-31","UNITY 0.3 SE",-69.3306,44.6087,61,"COCORAHS","252890"
"NY-GR-15","ATHENS 0.3 W",-73.8180,42.2680,33,"COCORAHS","252948"
"MT-LY-18","WHITLASH 5.6",-111.1629,48.9629,1192,"COCORAHS","252954"
"NY-UL-39","HIGHLAND 2.6",-73.9485,41.7526,74,"COCORAHS","252961"
"DOAGU","Aguajita Was",-113.0067,31.9481,349,"MESOWEST","252969"
"DOEAR","Armenta East",-112.7992,32.1850,518,"MESOWEST","252970"
"CA-ED-36","CAMINO 1.2 N",-120.6712,38.7547,942,"COCORAHS","253037"
"VA-FQ-25","WARRENTON 3.",-77.8692,38.7156,179,"COCORAHS","253040"
"GA-ST-8","TOCCOA 6.3 S",-83.3740,34.4991,242,"COCORAHS","253043"
"TX-GP-153","NEW BRAUNFEL",-98.0582,29.6565,190,"COCORAHS","253044"
"MT-LY-21","JOPLIN 11.0",-110.7731,48.7122,990,"COCORAHS","253051"
"WA-SJ-50","LOPEZ ISLAND",-122.8816,48.4595,39,"COCORAHS","253078"
"VA-BR-3","LAWRENCEVILL",-77.8637,36.7432,87,"COCORAHS","253102"
"OR-MT-145","PORTLAND 1.2",-122.6351,45.5480,57,"COCORAHS","253106"
"OH-HC-19","ARLINGTON 0.",-83.6612,40.8852,265,"COCORAHS","253107"
"NM-TS-59","SAN CRISTOBA",-105.6385,36.5970,2287,"COCORAHS","253120"
"CAN-ON-934","KANATA 3.3 S",-75.8679,45.2969,100,"COCORAHS","253129"
"TX-BXR-477","HELOTES 2.7",-98.7289,29.5436,308,"COCORAHS","253133"
"DE-NC-76","MIDDLETOWN 4",-75.7719,39.5060,13,"COCORAHS","253135"
"TX-HDD-18","GRANBURY 8.3",-97.6778,32.3642,223,"COCORAHS","253145"
"NY-MR-84","FAIRPORT 0.9",-77.4617,43.0983,130,"COCORAHS","253167"
"TX-BLC-47","BLANCO 4.7 S",-98.3825,30.0406,410,"COCORAHS","253235"
"FL-CH-46","PORT CHARLOT",-82.2572,26.9345,4,"COCORAHS","253237"
"TX-OR-8","ORANGE 2.1 S",-93.7372,30.0804,2,"COCORAHS","253279"
"OR-WS-166","NORTH PLAINS",-122.9617,45.6372,112,"COCORAHS","253351"
"CA-LK-20","LAKEPORT 0.6",-122.9136,39.0355,406,"COCORAHS","253358"
"WA-SJ-51","FRIDAY HARBO",-123.0415,48.5065,58,"COCORAHS","253402"
"CO-OR-29","RIDGWAY 0.6",-107.7592,38.1496,2153,"COCORAHS","253415"
"WA-WC-82","BELLINGHAM 2",-122.4603,48.7083,162,"COCORAHS","253426"
"MI-OK-135","BLOOMFIELD T",-83.2163,42.5677,236,"COCORAHS","253433"
"CO-BO-558","BOULDER 3.0",-105.2871,40.0597,1710,"COCORAHS","253439"
"TX-FY-62","LA GRANGE 0.",-96.8789,29.9120,96,"COCORAHS","253446"
"TX-FY-63","LA GRANGE 1.",-96.8709,29.9294,101,"COCORAHS","253456"
"CA-PC-54","AUBURN 1.5 N",-121.0576,38.9075,405,"COCORAHS","253502"
"CA-SA-76","NORTH HIGHLA",-121.3765,38.6703,30,"COCORAHS","253513"
"TX-FY-64","MULDOON 2.9",-97.0382,29.7849,130,"COCORAHS","253520"
"NJ-MS-116","ROCKAWAY 2.5",-74.5124,40.9330,271,"COCORAHS","253576"
"AZ-MR-599","CAVE CREEK 3",-111.9579,33.7759,626,"COCORAHS","253587"
"NM-GR-114","SILVER CITY",-108.2821,32.7798,1816,"COCORAHS","253604"
"VA-PRC-10","PORTSMOUTH 3",-76.3936,36.8923,4,"COCORAHS","253631"
"VA-FX-116","ALEXANDRIA 1",-77.1212,38.8205,28,"COCORAHS","253638"
"IA-JS-10","SULLY 0.3 ES",-92.8405,41.5769,276,"COCORAHS","253644"
"CO-EP-449","COLORADO SPR",-104.7374,38.9445,2079,"COCORAHS","253658"
"CA-SR-95","CHINO 4.2 SE",-117.6422,33.9582,175,"COCORAHS","253660"
"WA-LW-32","MOSSYROCK 0.",-122.4843,46.5325,206,"COCORAHS","253666"
"VA-RH-23","HARRISONBURG",-78.7443,38.5224,373,"COCORAHS","253680"
"VA-AB-27","HOLLYMEAD 3.",-78.4704,38.1606,177,"COCORAHS","253692"
"UT-WG-21","IVINS 1.5 SE",-113.6668,37.1582,904,"COCORAHS","253749"
"TX-DN-107","DENTON 1.5 N",-97.1204,33.2344,210,"COCORAHS","253752"
"WA-KP-74","BREMERTON 7.",-122.6329,47.6422,50,"COCORAHS","253756"
"IN-CL-20","FRANKFORT 2.",-86.5342,40.3061,253,"COCORAHS","253761"
"IN-CL-19","FRANKFORT 0.",-86.5024,40.2695,262,"COCORAHS","253765"
"NY-SR-59","GANSEVOORT 3",-73.7148,43.2242,128,"COCORAHS","253773"
"FL-ST-38","WILDWOOD 2.8",-82.0004,28.8754,27,"COCORAHS","253781"
"VA-MC-4","CLARKSVILLE",-78.5161,36.5907,117,"COCORAHS","253794"
"NY-WR-21","BRANT LAKE 1",-73.7184,43.6822,382,"COCORAHS","253856"
"TX-GP-155","SEGUIN 7.5 N",-97.9620,29.6885,183,"COCORAHS","253889"
"TX-GA-53","BELLS 4.6 W",-96.4910,33.6318,210,"COCORAHS","253903"
"WA-SG-60","BOW 5.4 W",-122.5140,48.5726,40,"COCORAHS","253908"
"MN-LK-32","TWO HARBORS",-91.6677,47.0290,209,"COCORAHS","253922"
"WA-JF-58","CHIMACUM 2.9",-122.7777,47.9698,55,"COCORAHS","253930"
"CO-LR-1283","BERTHOUD 1.1",-105.0624,40.2999,1521,"COCORAHS","253968"
"KS-JO-88","SHAWNEE 1.5",-94.8304,39.0231,264,"COCORAHS","253982"
"NM-SM-41","RIBERA 1.7 S",-105.4741,35.3572,1900,"COCORAHS","254037"
"KY-BR-17","GLASGOW 2.1",-85.8904,37.0161,255,"COCORAHS","254106"
"SC-BK-88","MONCKS CORNE",-80.0127,33.1885,20,"COCORAHS","254107"
"CO-BO-560","BOULDER 5.5",-105.1486,40.0418,1551,"COCORAHS","254133"
"VA-HN-11","MARTINSVILLE",-79.8697,36.6809,300,"COCORAHS","257639"
"NM-QY-40","TUCUMCARI 20",-103.7789,34.8697,1360,"COCORAHS","257645"
"CA-AL-60","BERKELEY 2.0",-122.2699,37.8867,101,"COCORAHS","257646"
"OK-CN-56","MUSTANG 0.7",-97.7122,35.3875,0,"COCORAHS","257653"
"TX-BST-166","PAIGE 4.0 SW",-97.1580,30.1644,168,"COCORAHS","257663"
"CT-LT-50","LITCHFIELD 5",-73.1022,41.7055,248,"COCORAHS","257676"
"IL-KK-48","BRADLEY 0.7",-87.8648,41.1405,196,"COCORAHS","257732"
"IN-MN-40","BLOOMINGTON",-86.5486,39.1105,203,"COCORAHS","257746"
"TX-WT-30","WICHITA FALL",-98.5691,33.8786,313,"COCORAHS","257753"
"TX-CLR-18","COLUMBUS 9.5",-96.4435,29.8055,99,"COCORAHS","257767"
"OH-HM-71","CINCINNATI 3",-84.4512,39.1500,198,"COCORAHS","257788"
"TX-CML-264","SPRING BRANC",-98.3642,29.8272,374,"COCORAHS","257792"
"SC-NW-25","PROSPERITY 1",-81.5215,34.1842,189,"COCORAHS","257805"
"OH-MM-23","TIPP CITY 1.",-84.1765,39.9413,260,"COCORAHS","257817"
"IL-KD-124","PLATTVILLE 0",-88.3917,41.5331,185,"COCORAHS","257933"
"MN-RC-63","FARIBAULT 5.",-93.1756,44.3401,358,"COCORAHS","257956"
"OH-PK-2","WAVERLY 4.2",-82.9349,39.1735,206,"COCORAHS","257966"
"MA-NF-75","BRAINTREE 1.",-70.9844,42.1867,55,"COCORAHS","258009"
"TX-BRT-144","BERTRAM 4.9",-97.9907,30.7862,347,"COCORAHS","258011"
"TX-FN-9","LEONARD 3.3",-96.2506,33.4287,218,"COCORAHS","258018"
"MN-RM-165","VADNAIS HEIG",-93.0749,45.0685,278,"COCORAHS","258024"
"CKWM6","WOOL MARKET",-88.9800,30.5200,-9999,"HYD","258032"
"FRGM6","RAGLAND HILL",-89.1800,31.2000,-9999,"HYD","258033"
"FYAA4","FAYETTEVILLE",-94.1400,36.0400,-9999,"HYD","258034"
"TUCA4","TUCKERMAN DI",-91.2000,35.7300,-9999,"HYD","258035"
"CCRA4","CUTOFF CREEK",-91.4600,35.2900,-9999,"HYD","258036"
"LKCA4","LAKE CONWAY",-92.4000,34.9700,-9999,"HYD","258037"
"GCRA4","GULPHACR RID",-93.0100,34.4900,-9999,"HYD","258038"
"PPAL1","PIERRE PART",-91.2200,29.9100,-9999,"HYD","258040"
"NOXM6","NOXUBEE RAWS",-88.7900,33.2800,-9999,"HYD","258046"
"CRWM7","CASSVILLE RA",-93.7400,36.6500,-9999,"HYD","258047"
"BLCT1","BLEDSOE CREE",-86.3500,36.4200,-9999,"HYD","258049"
"WTBA1","WHITESBURG N",-86.5500,34.6000,-9999,"HYD","258051"
"UNIT1","WATAUGA RAWS",-82.3700,36.2000,-9999,"HYD","258053"
"BOCT1","OCOEE RAWS",-84.5900,35.1600,-9999,"HYD","258054"
"DLOT1","DELANO RAWS",-84.5800,35.2500,-9999,"HYD","258055"
"CBFM7","BELGRADE 6SW",-90.9300,37.7200,-9999,"HYD","258056"
"SPWM7","WILSON S CRE",-93.4100,37.1100,-9999,"HYD","258057"
"MGRM7","MOUNTAIN GRO",-92.2700,37.1500,-9999,"HYD","258058"
"CCFG1","FLINTSTONE",-85.3300,34.9600,-9999,"HYD","258060"
"HBBM7","DUTCHTOWN 1S",-89.6600,37.2300,-9999,"HYD","258061"
"SBVT1","SHELBYVILLE",-86.4600,35.4800,-9999,"HYD","258064"
"SCKG1","RINGGOLD",-85.1300,34.9200,-9999,"HYD","258065"
"TFDM7","THORNFIELD",-92.6600,36.7100,-9999,"HYD","258067"
"FRYN7","FRYING PAN M",-82.7700,35.3900,-9999,"HYD","258068"
"MHOM6","MHOON LANDIN",-90.4500,34.7400,-9999,"HYD","258069"
"FTVT1","FAYETTEVILLE",-86.5400,35.1300,-9999,"HYD","258072"
"TMGS1","TRAMMEL GAP",-82.3700,35.1800,-9999,"HYD","258076"
"OWCL1","OLD WARD CRK",-91.0200,30.3600,-9999,"HYD","258077"
"SNNT1","SAVANNAH 4SE",-88.2100,35.1800,-9999,"HYD","258079"
"MFRK2","MARTINS FORK",-83.2600,36.7500,-9999,"HYD","258080"
"BUSA4","BUSCH",-93.8200,36.4500,-9999,"HYD","258081"
"MA-BA-95","HARWICH 0.6",-70.0714,41.6999,17,"COCORAHS","258175"
"WI-PK-39","BALSAM LAKE",-92.3808,45.4279,344,"COCORAHS","258178"
"MN-SL-234","SIDE LAKE 3.",-93.0600,47.7042,430,"COCORAHS","258183"
"NV-EL-34","SPRING CREEK",-115.5842,40.7406,1682,"COCORAHS","258185"
"MN-RM-166","SHOREVIEW 1.",-93.1114,45.0728,284,"COCORAHS","258208"
"RI-KN-65","WARWICK 3.8",-71.3878,41.7509,11,"COCORAHS","258221"
"RI-WS-92","WESTERLY 3.5",-71.8192,41.3209,2,"COCORAHS","258232"
"MD-WR-31","BERLIN 3.9 S",-75.1617,38.2907,1,"COCORAHS","258264"
"MN-BK-25","ROCHERT 6.0",-95.6995,46.9453,454,"COCORAHS","258290"
"AL-MB-101","CHICKASAW 0.",-88.0849,30.7611,10,"COCORAHS","258308"
"UT-UT-37","LEHI 2.0 WNW",-111.8888,40.4157,1384,"COCORAHS","258354"
"MN-RM-169","ROSEVILLE 1.",-93.1542,44.9993,290,"COCORAHS","258383"
"WA-SP-81","SPOKANE 2.9",-117.4042,47.6308,702,"COCORAHS","258405"
"FL-SS-84","NORTH PORT 5",-82.1586,27.1182,9,"COCORAHS","258413"
"MN-RS-9","WARROAD 1.8",-95.3631,48.9309,331,"COCORAHS","258444"
"MN-AA-131","COON RAPIDS",-93.3093,45.1941,271,"COCORAHS","258452"
"NM-RA-61","ABIQUIU 2.4",-106.2769,36.2164,1813,"COCORAHS","258458"
"NY-YT-13","PENN YAN 7.2",-76.9725,42.7454,148,"COCORAHS","258463"
"WI-MN-13","TOMAH 7.5 SS",-90.5790,43.8964,431,"COCORAHS","258471"
"IN-WH-26","IDAVILLE 0.2",-86.6521,40.7557,216,"COCORAHS","258488"
"MN-SC-64","LAKEVILLE 4.",-93.3219,44.6367,353,"COCORAHS","258573"
"SD-JN-7","MURDO 11.6 W",-100.9457,43.8846,708,"COCORAHS","258601"
"TX-MNG-96","WILLIS 4.4 E",-95.4062,30.4139,85,"COCORAHS","258622"
"WI-GT-16","PLATTEVILLE",-90.4636,42.7480,317,"COCORAHS","258628"
"NC-CD-31","GRANITE FALL",-81.3405,35.7983,305,"COCORAHS","258655"
"NM-MK-29","THOREAU 0.8",-108.2099,35.4073,2182,"COCORAHS","258660"
"MN-HN-405","MINNEAPOLIS",-93.2890,44.9434,267,"COCORAHS","258664"
"TX-CLR-19","COLUMBUS 4.7",-96.4825,29.7378,76,"COCORAHS","258682"
"MN-CS-42","OUTING 2.9 E",-93.8939,46.8404,397,"COCORAHS","258742"
"MN-DK-166","WEST SAINT P",-93.1004,44.9069,311,"COCORAHS","258771"
"AZ-PM-430","GREEN VALLEY",-111.0102,31.8569,922,"COCORAHS","258774"
"MN-IT-59","GRAND RAPIDS",-93.5312,47.2029,413,"COCORAHS","258777"
"OH-FF-43","CARROLL 1.9",-82.7355,39.8104,254,"COCORAHS","258787"
"NJ-OC-102","STAFFORD TWP",-74.2736,39.6771,9,"COCORAHS","258794"
"AR-MT-12","MOUNT IDA 11",-93.4304,34.5721,199,"COCORAHS","258802"
"WA-OK-39","WINTHROP 9.2",-120.3297,48.5604,791,"COCORAHS","258910"
"TX-CLL-112","MCKINNEY 3.7",-96.6959,33.2417,214,"COCORAHS","258912"
"AZ-PN-91","ARIZONA CITY",-111.6706,32.7463,460,"COCORAHS","258920"
"AL-BW-114","ROBERTSDALE",-87.7145,30.5394,40,"COCORAHS","258966"
"IL-CL-4","MARSHALL 0.4",-87.6980,39.3969,0,"COCORAHS","258979"
"NY-CY-34","CAYUGA 1.7 N",-76.7042,42.9358,152,"COCORAHS","258998"
"FL-OK-49","WRIGHT 0.7 N",-86.6446,30.4549,12,"COCORAHS","259018"
"TX-EL-72","ENNIS 7.1 NE",-96.5360,32.4044,116,"COCORAHS","259024"
"MN-CS-44","PINE RIVER 0",-94.4156,46.7201,396,"COCORAHS","259030"
"FL-SR-30","NAVARRE 4.1",-86.8452,30.4230,9,"COCORAHS","259036"
"MA-HD-46","WESTFIELD 3.",-72.7211,42.1008,48,"COCORAHS","259037"
"TX-BST-167","SMITHVILLE 1",-97.3227,29.9575,146,"COCORAHS","259058"
"SD-HR-25","LUDLOW 8.8 N",-103.4857,45.9381,909,"COCORAHS","259092"
"PA-MT-140","GREEN LANE 2",-75.5192,40.3558,155,"COCORAHS","259097"
"CO-BO-568","BOULDER 1.6",-105.2763,40.0402,1654,"COCORAHS","259123"
"MN-CS-45","WALKER 3.0 S",-94.5658,47.0486,404,"COCORAHS","259142"
"FL-BW-168","PEMBROKE PIN",-80.3236,26.0278,2,"COCORAHS","259147"
"BHS-NP-21","LYFORD CAY 0",-77.5400,25.0200,17,"COCORAHS","259174"
"PA-WR-3","TIDIOUTE 6.3",-79.3128,41.7450,351,"COCORAHS","259183"
"CA-SZ-62","WATSONVILLE",-121.8131,36.9370,80,"COCORAHS","259185"
"TX-BXR-481","SHAVANO PARK",-98.5320,29.5842,289,"COCORAHS","259197"
"MN-BK-28","PONSFORD 10.",-95.4070,47.1258,494,"COCORAHS","259264"
"MN-CG-61","HARRIS 4.0 S",-93.0526,45.5633,290,"COCORAHS","259276"
"TX-BLC-48","JOHNSON CITY",-98.4225,30.3236,397,"COCORAHS","259286"
"FL-LK-46","CLERMONT 6.5",-81.7474,28.4575,34,"COCORAHS","259288"
"NY-OG-79","SYRACUSE 4.2",-76.1811,42.9866,316,"COCORAHS","259292"
"WI-WD-21","MARSHFIELD 5",-90.1986,44.5844,371,"COCORAHS","259305"
"MN-IT-62","GRAND RAPIDS",-93.5007,47.1534,424,"COCORAHS","259329"
"MN-LS-33","KASOTA 4.9 E",-93.8856,44.2527,306,"COCORAHS","259331"
"KY-FD-10","GRETHEL 1.7",-82.6523,37.4662,222,"COCORAHS","259342"
"VA-HN-12","RIDGEWAY 2.5",-79.8303,36.6071,283,"COCORAHS","259344"
"IL-MA-34","ILLIOPOLIS 4",-89.2169,39.9106,184,"COCORAHS","259355"
"WI-GN-18","JUDA 1.3 WNW",-89.5267,42.5985,283,"COCORAHS","259365"
"TX-TV-402","AUSTIN 4.5 N",-97.7045,30.3580,212,"COCORAHS","259367"
"TX-MDN-77","MICO 5.5 E",-98.8325,29.5371,355,"COCORAHS","259381"
"TN-SQ-29","DUNLAP 0.1 S",-85.3870,35.3719,211,"COCORAHS","259411"
"MA-NF-78","WALPOLE 1.4",-71.2657,42.1243,71,"COCORAHS","259419"
"IL-MD-47","GRANITE CITY",-90.0977,38.7453,130,"COCORAHS","259422"
"NM-BR-420","ALBUQUERQUE",-106.7501,35.1026,1635,"COCORAHS","259429"
"MN-WG-138","WOODBURY 2.7",-92.9159,44.9439,294,"COCORAHS","259505"
"MA-PL-66","MARION 1.3 N",-70.7592,41.7223,3,"COCORAHS","259513"
"TX-BST-173","BASTROP 6.7",-97.2200,30.1768,168,"COCORAHS","259525"
"IL-WL-179","NEW LENOX 2.",-87.9492,41.4868,217,"COCORAHS","259542"
"WA-TH-69","OLYMPIA 4.2",-122.9481,47.0899,41,"COCORAHS","259553"
"IL-WF-27","METAMORA 1.1",-89.3821,40.7985,238,"COCORAHS","259586"
"KY-AL-21","SCOTTSVILLE",-86.1795,36.7678,237,"COCORAHS","259590"
"KY-DV-16","OWENSBORO 3.",-87.0828,37.7174,128,"COCORAHS","259619"
"TX-BXR-482","SAN ANTONIO",-98.5424,29.5380,258,"COCORAHS","259853"
"CA-LK-21","KELSEYVILLE",-122.8115,38.9971,408,"COCORAHS","259871"
"IL-VR-44","DANVILLE 2.5",-87.5730,40.1374,197,"COCORAHS","259883"
"CA-YL-33","DAVIS 2.2 W",-121.7773,38.5532,18,"COCORAHS","259895"
"CAN-ON-968","DORCHESTER 5",-81.0061,43.0100,83,"COCORAHS","259906"
"OH-NB-4","SENECAVILLE",-81.4098,39.8915,312,"COCORAHS","259911"
"TX-PR-33","WEATHERFORD",-97.8190,32.7547,359,"COCORAHS","259972"
"MO-SL-92","GLENDALE 0.4",-90.3811,38.5869,189,"COCORAHS","259976"
"AZ-PM-433","TUCSON 7.0 N",-110.8960,32.3189,860,"COCORAHS","260013"
"WA-PR-98","LAKEWOOD 2.4",-122.5301,47.1962,70,"COCORAHS","260019"
"VA-SF-9","STAFFORD 6.1",-77.5052,38.4514,95,"COCORAHS","260027"
"TX-BST-176","WYLDWOOD 3.1",-97.4885,30.1722,127,"COCORAHS","260041"
"TX-DM-6","CARRIZO SPRI",-100.0741,28.2767,211,"COCORAHS","260088"
"MI-WY-143","NORTHVILLE 3",-83.4423,42.4018,229,"COCORAHS","260100"
"MO-CS-19","BELTON 1.2 S",-94.5326,38.8021,314,"COCORAHS","260117"
"TX-CLL-116","MCKINNEY 3.3",-96.6830,33.1597,223,"COCORAHS","260121"
"FL-SR-35","PACE 3.0 NNW",-87.1721,30.6424,45,"COCORAHS","260123"
"NJ-MS-121","HANOVER TWP",-74.4635,40.8113,97,"COCORAHS","260134"
"TX-EL-73","CEDAR HILL 3",-97.0039,32.5405,237,"COCORAHS","260175"
"KY-ML-4","CALHOUN 6.4",-87.1417,37.5440,123,"COCORAHS","260217"
"SD-YN-24","YANKTON 8.1",-97.5524,42.8905,467,"COCORAHS","260297"
"TX-MVR-16","LION TANK",-100.1254,28.2416,202,"COCORAHS","260386"
"NM-VL-60","LOS LUNAS 8.",-106.8889,34.7855,1624,"COCORAHS","260398"
"SC-OC-107","SENECA 3.2 N",-82.9220,34.7217,270,"COCORAHS","260411"
"CO-DG-331","HIGHLANDS RA",-104.9281,39.5313,1804,"COCORAHS","260422"
"TX-MNG-100","MONTGOMERY 3",-95.6442,30.3826,78,"COCORAHS","260432"
"LA-NT-9","CAMPTI 0.6 S",-93.1209,31.8914,39,"COCORAHS","260437"
"CO-AR-408","DENVER 5.1 S",-104.9152,39.6630,1682,"COCORAHS","260451"
"CA-SL-34","ATASCADERO 2",-120.6489,35.4749,281,"COCORAHS","260455"
"TX-HYS-266","WOODCREEK 0.",-98.1089,30.0278,301,"COCORAHS","260472"
"TX-TV-403","TANGLEWOOD F",-97.9048,30.1787,268,"COCORAHS","260481"
"NC-HW-68","WAYNESVILLE",-82.9813,35.5335,851,"COCORAHS","260498"
"DE-SS-84","MILLSBORO 5.",-75.2060,38.6299,4,"COCORAHS","260499"
"MA-WR-113","WORCESTER 2.",-71.7862,42.2452,194,"COCORAHS","260506"
"TX-BEL-96","TEMPLE 3.0 S",-97.3412,31.0582,196,"COCORAHS","260522"
"MT-LY-27","CHESTER 20.0",-111.0670,48.7920,1163,"COCORAHS","260540"
